"","Open","High","Low","Close","Volume"
"2015-01-08",57.330002,58.779999,57.169998,58.59,3756600
"2015-01-09",59.16,59.5,57.77,58.16,6875300
"2015-01-12",58.450001,58.599998,57.52,57.73,2724500
"2015-01-13",58.389999,59.540001,57.299999,57.970001,3509100
"2015-01-14",57.41,57.779999,56.380001,57.25,3098400
"2015-01-15",57.150002,57.540001,55.029999,55.110001,4821000
"2015-01-16",54.959999,56.720001,54.950001,56.639999,3236700
"2015-01-20",56.700001,57.560001,55.810001,57.290001,6521500
"2015-01-21",56.990002,58.549999,56.84,57.709999,3544900
"2015-01-22",57.91,58.459999,57.169998,58,5481500
"2015-01-23",58,59.049999,57.779999,58.619999,3887300
"2015-01-26",58.529999,59.98,58.400002,59.779999,4753200
"2015-01-27",58.900002,58.900002,57.240002,57.790001,4150700
"2015-01-28",58.43,58.5,56.349998,56.349998,4683400
"2015-01-29",56.799999,58.259998,55.849998,58.099998,4424500
"2015-01-30",57.5,58.139999,56.369999,56.450001,3817400
"2015-02-02",56.880001,57.330002,55.450001,57.279999,3495200
"2015-02-03",57.66,58.66,57.23,58.610001,3474200
"2015-02-04",58.439999,59.470001,58.209999,58.990002,3013100
"2015-02-05",58.950001,59.48,58.759998,59.259998,2513000
"2015-02-06",59.259998,59.700001,58.650002,59.169998,2714200
"2015-02-09",58.849998,58.98,57.82,57.98,2879000
"2015-02-10",58.5,59.169998,58.220001,58.790001,3093700
"2015-02-11",58.82,59.099998,58.610001,58.799999,3413700
"2015-02-12",59.290001,61.34,59.220001,61.259998,5284800
"2015-02-13",61.25,63.220001,61.099998,62.849998,5107000
"2015-02-17",62.580002,62.610001,61.830002,62.07,3447200
"2015-02-18",62.400002,63,62.290001,63,2534300
"2015-02-19",62.59,63.029999,62.009998,62.810001,2320900
"2015-02-20",62.779999,63.75,62.509998,63.740002,3473800
"2015-02-23",63.139999,63.439999,62.369999,62.580002,4671400
"2015-02-24",62.580002,62.59,61.549999,61.93,5481700
"2015-02-25",61.93,63.049999,61.889999,62.869999,7634000
"2015-02-26",70.019997,71,69,70.239998,20370800
"2015-02-27",69.849998,70.410004,69.010002,69.379997,8289500
"2015-03-02",67.379997,68.800003,66.669998,68.459999,8124800
"2015-03-03",68.059998,68.379997,66.709999,66.949997,4945600
"2015-03-04",66.379997,66.400002,64.720001,64.879997,9121300
"2015-03-05",65.120003,66.059998,64.760002,65.589996,3925200
"2015-03-06",65.18,65.940002,64.279999,64.559998,3861800
"2015-03-09",64.75,65.669998,64.32,65.480003,4567800
"2015-03-10",64.779999,64.959999,63.759998,63.759998,3941700
"2015-03-11",64,64.5,63.650002,63.68,3374100
"2015-03-12",63.66,65.349998,63.66,64.949997,3809500
"2015-03-13",64.809998,65.419998,63.900002,64.599998,3248000
"2015-03-16",64.949997,66.470001,64.910004,66.43,4538900
"2015-03-17",65.959999,67.559998,65.879997,67.550003,5594700
"2015-03-18",67.040001,68.940002,66.75,68.550003,5576600
"2015-03-19",68.300003,68.949997,68.099998,68.879997,3883100
"2015-03-20",69.190002,69.889999,67.290001,67.690002,8649500
"2015-03-23",67.699997,68.260002,67.379997,67.660004,3659000
"2015-03-24",67.68,67.830002,67.260002,67.370003,3216100
"2015-03-25",67.300003,67.339996,65.529999,65.779999,4030100
"2015-03-26",65.720001,66.459999,64.809998,65.989998,2971600
"2015-03-27",65.779999,66.68,65.559998,66.550003,2106400
"2015-03-30",67.400002,67.559998,66.239998,66.849998,2741200
"2015-03-31",66.510002,67.959999,66.459999,66.809998,4031700
"2015-04-01",66.510002,66.550003,65.419998,66.080002,3713000
"2015-04-02",66.25,66.900002,65.75,66.68,2021600
"2015-04-06",66.239998,68.059998,66,67.940002,6375400
"2015-04-07",68.239998,69.75,67.989998,68.199997,3817100
"2015-04-08",68.260002,68.919998,67.809998,68.209999,2566700
"2015-04-09",68.32,68.349998,66.82,67.739998,2577500
"2015-04-10",67.599998,67.989998,66.940002,67.639999,1953000
"2015-04-13",67.760002,68.32,67,67.080002,2131000
"2015-04-14",67.120003,67.410004,66.300003,66.910004,1938000
"2015-04-15",67.269997,67.510002,66.980003,67.209999,2140200
"2015-04-16",66.669998,68.209999,66.650002,67.910004,2269300
"2015-04-17",67.160004,67.160004,65.440002,65.809998,3794200
"2015-04-20",66.190002,67.050003,66.190002,66.900002,1945200
"2015-04-21",67.389999,67.940002,67.110001,67.379997,2223700
"2015-04-22",67.379997,68.120003,67.019997,67.709999,2051400
"2015-04-23",67.360001,69.080002,67.260002,68.470001,3518400
"2015-04-24",68.599998,68.709999,67.379997,67.830002,1910900
"2015-04-27",68.459999,68.940002,67.699997,67.839996,2643200
"2015-04-28",67.970001,68.339996,66.57,66.889999,2832800
"2015-04-29",66.309998,78.459999,65.889999,74.650002,28245800
"2015-04-30",72.190002,74,71,72.82,17492100
"2015-05-01",73.370003,74.5,72,73.360001,9210800
"2015-05-04",72.269997,72.370003,71.010002,71.599998,5058500
"2015-05-05",71.5,76.18,71,72.75,20008500
"2015-05-06",73.650002,75.529999,72.800003,73.790001,11122100
"2015-05-07",74.080002,74.769997,73.400002,74.519997,4377700
"2015-05-08",72,73.5,71.760002,72.400002,6156400
"2015-05-11",71.480003,72.279999,71.199997,71.199997,4048500
"2015-05-12",70.699997,72.150002,70.040001,71.769997,3575500
"2015-05-13",72.389999,72.529999,71.019997,71.790001,4209700
"2015-05-14",72.5,73.080002,71.800003,72.879997,3199500
"2015-05-15",73.220001,73.309998,72.25,72.400002,3649300
"2015-05-18",72.550003,73.199997,71.669998,72.800003,2856700
"2015-05-19",72.989998,73.099998,70.839996,71.480003,5104100
"2015-05-20",71.230003,71.230003,69.290001,70.160004,9728300
"2015-05-21",73.510002,74.68,72.309998,72.910004,12316000
"2015-05-22",73,75.889999,72.5,75.010002,11304800
"2015-05-26",73.660004,73.980003,73.220001,73.57,6547800
"2015-05-27",73,74.459999,72.93,73.949997,3927000
"2015-05-28",72.919998,73.489998,72.529999,72.68,5066300
"2015-05-29",72.559998,72.93,71.660004,72.75,4838100
"2015-06-01",72.790001,73.489998,72.25,73.099998,3191400
"2015-06-02",72.830002,73.349998,72.610001,72.900002,2623000
"2015-06-03",73.209999,73.599998,72.699997,73.470001,2649500
"2015-06-04",72.910004,73.480003,72.010002,72.209999,2767500
"2015-06-05",72,73.669998,71.849998,73.550003,3187600
"2015-06-08",73.279999,73.279999,71.239998,71.839996,3830600
"2015-06-09",72.459999,72.480003,71,71.760002,3236500
"2015-06-10",72.029999,73.300003,71.470001,73.029999,2476600
"2015-06-11",73.169998,73.489998,72.25,72.400002,2371700
"2015-06-12",72.199997,72.349998,71.470001,71.769997,2288100
"2015-06-15",71.309998,72.669998,70.730003,72.559998,2844600
"2015-06-16",72,73.550003,72,73.400002,3434200
"2015-06-17",73.5,75.809998,73.309998,74.419998,7291600
"2015-06-18",74.629997,76.209999,74.599998,75.709999,4230300
"2015-06-19",75.5,75.949997,74.959999,75,5372600
"2015-06-22",75.5,75.709999,74.349998,74.779999,3112700
"2015-06-23",74.860001,74.980003,73.860001,74.199997,3142400
"2015-06-24",74.099998,74.550003,72.989998,73.5,2763300
"2015-06-25",74.32,74.650002,73.370003,73.610001,1958200
"2015-06-26",73.75,73.910004,72.089996,72.339996,4089800
"2015-06-29",71.669998,71.870003,69.93,70,2698200
"2015-06-30",70.68,70.779999,69.110001,69.629997,3559900
"2015-07-01",70.580002,71.040001,70.150002,70.540001,3060700
"2015-07-02",70.919998,71.050003,69.980003,70.419998,1562300
"2015-07-06",69.769997,69.830002,68.550003,69.160004,3586700
"2015-07-07",70.18,70.510002,68.330002,70.260002,4937200
"2015-07-08",70.029999,70.489998,69.07,69.389999,2988500
"2015-07-09",70.5,71.599998,69.940002,69.959999,3297500
"2015-07-10",70.970001,71.419998,70.470001,71.139999,2252200
"2015-07-13",71.589996,71.860001,71,71.050003,2446400
"2015-07-14",71.209999,72.010002,71.209999,71.790001,2024100
"2015-07-15",71.75,72.160004,71.07,71.360001,1722300
"2015-07-16",71.910004,72.43,71.629997,72.419998,2774900
"2015-07-17",72.540001,73.5,72.07,72.809998,3005700
"2015-07-20",72.889999,73.190002,72.410004,72.769997,2175900
"2015-07-21",72.620003,73.919998,72.5,73.830002,3620500
"2015-07-22",73.370003,74.419998,73.18,73.870003,3296400
"2015-07-23",74.25,74.519997,71.970001,72.209999,3231600
"2015-07-24",72.709999,74.190002,72.260002,73.919998,3480300
"2015-07-27",73.370003,73.889999,72.309998,72.459999,3478400
"2015-07-28",72.790001,73.860001,71.75,73.790001,3435200
"2015-07-29",73.029999,74.190002,72.330002,73.879997,2158700
"2015-07-30",73.690002,73.839996,72.339996,73.360001,2362800
"2015-07-31",73.410004,74.150002,73.010002,73.300003,2144600
"2015-08-03",73.57,73.639999,72.059998,72.440002,2581400
"2015-08-04",72.449997,72.760002,71.800003,71.889999,2089300
"2015-08-05",72.57,73.639999,72.43,72.529999,2108900
"2015-08-06",72.779999,72.879997,70.32,70.43,2195400
"2015-08-07",70.449997,70.730003,69.480003,70.410004,2226200
"2015-08-10",71.129997,71.519997,70.699997,71.269997,1814000
"2015-08-11",70.68,71.879997,70.400002,71.629997,2406200
"2015-08-12",71.099998,71.379997,69.559998,71.040001,3135100
"2015-08-13",71.440002,71.93,70.75,71.400002,2302900
"2015-08-14",71.190002,73.269997,70.860001,72.989998,3246900
"2015-08-17",72.589996,74.139999,71.599998,74.040001,3073000
"2015-08-18",73.910004,74.050003,72.029999,72.580002,4126500
"2015-08-19",72.540001,72.940002,71.739998,72.040001,4774900
"2015-08-20",71.620003,72,67.5,67.82,8168000
"2015-08-21",69,71.550003,68.279999,69.150002,13138700
"2015-08-24",65.760002,68.989998,64.160004,65.169998,9650000
"2015-08-25",67.589996,68.199997,65.019997,65.18,7104000
"2015-08-26",66.699997,68.639999,65.290001,68.519997,8044100
"2015-08-27",69.309998,70.239998,68.25,69.940002,4918100
"2015-08-28",69.75,70.82,69.470001,70.25,4191100
"2015-08-31",69.790001,70.209999,69.029999,69.360001,3891900
"2015-09-01",67.860001,68.620003,66.260002,66.629997,4373900
"2015-09-02",67.589996,67.980003,66.330002,67.980003,3465400
"2015-09-03",68.300003,69.25,67.949997,68.25,2937100
"2015-09-04",67.279999,67.970001,66.540001,67.129997,3146000
"2015-09-08",68.339996,70.82,68.309998,70.760002,4098400
"2015-09-09",71.019997,71.330002,68.849998,69.029999,3652800
"2015-09-10",69,70,68.919998,69.739998,2861200
"2015-09-11",69.540001,70.089996,68.900002,70.050003,3442000
"2015-09-14",70.199997,70.400002,69.540001,69.889999,3436000
"2015-09-15",70.629997,71.699997,70.150002,71.269997,4276400
"2015-09-16",71.5,72,70.980003,71.879997,3330300
"2015-09-17",71.5,73.199997,71.5,72.32,4205900
"2015-09-18",71.300003,72.419998,70.620003,71.400002,6039500
"2015-09-21",71.760002,72.639999,71.059998,72.139999,2914000
"2015-09-22",71.389999,71.940002,70.910004,71.650002,3460100
"2015-09-23",71.5,72.360001,70.970001,71.989998,2688800
"2015-09-24",71.550003,72,70.449997,71.709999,3056000
"2015-09-25",72.599998,73.620003,71.949997,72.440002,4829900
"2015-09-28",71.949997,72.690002,68.970001,69.040001,5638500
"2015-09-29",69.089996,69.669998,67.709999,68.379997,4660200
"2015-09-30",69.080002,69.620003,67.82,69.43,4080100
"2015-10-01",69.160004,73.07,68.68,72.910004,8106900
"2015-10-02",71.68,74.019997,71.160004,73.93,4838600
"2015-10-05",74.089996,75.75,73.860001,75.269997,4169700
"2015-10-06",75.089996,75.279999,73.889999,74.419998,2519400
"2015-10-07",74.620003,75.290001,73.25,75,3044400
"2015-10-08",74.980003,75.900002,74.120003,75.089996,3804700
"2015-10-09",75.230003,75.699997,74.739998,75.25,3113600
"2015-10-12",75.309998,76.25,74.989998,75.879997,2594500
"2015-10-13",76.519997,78.300003,75.839996,76.629997,5578600
"2015-10-14",76.290001,76.57,75.209999,75.580002,3447200
"2015-10-15",76.190002,78.339996,75.910004,77.699997,3295300
"2015-10-16",78.18,78.839996,77.459999,78.769997,3613400
"2015-10-19",78.440002,79.330002,77.480003,77.93,4346900
"2015-10-20",78,78.510002,76.879997,77.529999,2006700
"2015-10-21",77.419998,77.529999,75.309998,75.830002,3134700
"2015-10-22",76.449997,78.419998,76.449997,77.370003,3280100
"2015-10-23",78.199997,79.379997,77.269997,78.559998,3971400
"2015-10-26",78.580002,79.300003,77.639999,78.220001,2740300
"2015-10-27",78.040001,78.620003,77.32,77.75,1683800
"2015-10-28",77.879997,78.529999,76.57,78.529999,3266800
"2015-10-29",78.580002,78.720001,77.57,78.139999,1822100
"2015-10-30",78.150002,78.629997,77.419998,77.709999,3371600
"2015-11-02",77.709999,79.82,77.5,79.199997,3110000
"2015-11-03",79.029999,79.32,78.25,78.629997,2398500
"2015-11-04",78.879997,79.480003,78.080002,78.389999,2585800
"2015-11-05",78.410004,79.480003,77.800003,78.709999,2601900
"2015-11-06",78.559998,79.629997,78.18,79.410004,2835100
"2015-11-09",78.93,79.019997,77.410004,78.220001,3088300
"2015-11-10",78.199997,78.360001,77.300003,78.25,2610500
"2015-11-11",78.540001,79,78.089996,78.709999,2385700
"2015-11-12",78.470001,79.75,78.230003,78.300003,3159800
"2015-11-13",78.080002,78.080002,75.419998,75.599998,3922600
"2015-11-16",75.540001,76.330002,73.940002,76.260002,4053200
"2015-11-17",76.57,78.489998,76.410004,77.239998,4567600
"2015-11-18",77.769997,78.050003,75.809998,77.349998,6442500
"2015-11-19",81.050003,82.900002,80.449997,80.639999,11602800
"2015-11-20",80.900002,82.139999,79.709999,80.989998,5336300
"2015-11-23",80.440002,81.739998,80.389999,80.779999,3593700
"2015-11-24",80.300003,80.800003,79.129997,80.389999,3420300
"2015-11-25",80.370003,81.120003,79.75,80.410004,2487300
"2015-11-27",80.220001,80.480003,79.449997,79.970001,2221700
"2015-11-30",79.730003,80.18,79.290001,79.690002,4449700
"2015-12-01",80.349998,81.099998,79.650002,81.010002,3767400
"2015-12-02",80.769997,81.940002,80.419998,80.879997,3379800
"2015-12-03",80.959999,82.059998,79.559998,79.93,4769100
"2015-12-04",80.330002,82.139999,80.160004,82.139999,4341700
"2015-12-07",81.809998,81.860001,80.300003,80.68,2962500
"2015-12-08",80.209999,81.459999,79.860001,81.080002,2105700
"2015-12-09",80.830002,81.400002,79.220001,79.709999,3181000
"2015-12-10",79.800003,79.970001,79.160004,79.379997,2032800
"2015-12-11",78.300003,78.879997,76.650002,76.870003,4490700
"2015-12-14",76.760002,77.669998,75.849998,76.989998,3946700
"2015-12-15",77.660004,77.870003,76.970001,77.370003,3393500
"2015-12-16",77.639999,79.099998,77.120003,78.889999,3749400
"2015-12-17",78.970001,79.32,78.040001,78.43,2654300
"2015-12-18",78.110001,79.489998,77.029999,77.029999,6721400
"2015-12-21",78.300003,78.330002,76.43,77.290001,3011600
"2015-12-22",77.519997,78.089996,76.849998,77.860001,2100400
"2015-12-23",78.199997,78.900002,77.940002,78.040001,2652800
"2015-12-24",78.029999,78.349998,77.580002,77.830002,1084700
"2015-12-28",77.660004,78.199997,77.379997,78.199997,2327400
"2015-12-29",78.5,79.760002,78.440002,79.440002,2230200
"2015-12-30",79.300003,79.889999,78.970001,79.139999,1814700
"2015-12-31",78.989998,79.419998,78.360001,78.400002,2463000
"2016-01-04",77.139999,77.209999,75.639999,76.709999,4919200
"2016-01-05",77.07,77.970001,76.669998,77.050003,2656800
"2016-01-06",75.720001,77.330002,75.629997,76.290001,3484400
"2016-01-07",75.129997,75.599998,73.470001,74.300003,6972200
"2016-01-08",74.779999,75.260002,72.900002,73.230003,3673800
"2016-01-11",73.739998,73.830002,71.860001,73.18,3685100
"2016-01-12",73.970001,75.279999,73.050003,74.459999,4108100
"2016-01-13",74.989998,75.709999,71.800003,72.349998,4727500
"2016-01-14",72.419998,73.620003,70.870003,73.07,4738200
"2016-01-15",69.870003,71.050003,68.18,70.860001,9572100
"2016-01-19",71.860001,72.190002,69.900002,70.800003,7353700
"2016-01-20",69.129997,70.830002,66.940002,70.330002,8083600
"2016-01-21",70.360001,70.639999,69.139999,69.510002,4635600
"2016-01-22",70.449997,71.639999,70.300003,71.550003,3751800
"2016-01-25",71.230003,71.400002,69.800003,69.919998,2765100
"2016-01-26",69.959999,70.099998,69.220001,69.870003,2931200
"2016-01-27",69.269997,69.849998,67.029999,67.43,5487300
"2016-01-28",66.879997,67.5,65.269997,65.690002,8734000
"2016-01-29",66.489998,68.099998,66.120003,68.059998,5612300
"2016-02-01",67.589996,69.089996,67.07,68.440002,4396400
"2016-02-02",67.650002,67.75,64.160004,64.519997,7636900
"2016-02-03",65.419998,66.5,63.240002,65.339996,7994500
"2016-02-04",65.68,67.370003,64.830002,67.199997,7220400
"2016-02-05",63.110001,63.27,57.75,58.509998,19063800
"2016-02-08",56.869999,56.990002,52.599998,54.049999,18025400
"2016-02-09",53.610001,58.580002,52.790001,57.330002,16477700
"2016-02-10",58.5,61.59,58.380001,58.759998,9859700
"2016-02-11",57.189999,59.849998,56.580002,59.240002,7779000
"2016-02-12",60.009998,60.529999,59.099998,59.68,5081600
"2016-02-16",60.68,60.98,58.459999,59.720001,5726200
"2016-02-17",60.380001,64.419998,59.889999,63.490002,9836700
"2016-02-18",63.48,64.18,61.580002,61.700001,6724000
"2016-02-19",61.75,62.360001,60.66,62.139999,4905600
"2016-02-22",62.139999,64.339996,62.139999,63.98,7453300
"2016-02-23",63.720001,63.779999,62.439999,62.900002,5280400
"2016-02-24",62,62.98,60.330002,62.52,11909400
"2016-02-25",70.5,70.839996,67.139999,69.419998,18246100
"2016-02-26",69.68,70.010002,68.279999,69.720001,8364200
"2016-02-29",69.129997,69.160004,67.650002,67.75,7688100
"2016-03-01",68.120003,70.059998,67.5,70.019997,5146600
"2016-03-02",69.68,70.550003,69.519997,70.43,4927600
"2016-03-03",70.050003,70.940002,69.519997,70.800003,3241800
"2016-03-04",71.18,72.18,70.629997,71.059998,4353000
"2016-03-07",70.5,70.860001,69,70.489998,4624900
"2016-03-08",69.790001,70.900002,69.169998,69.82,4083700
"2016-03-09",70.089996,71.120003,69.919998,71.040001,4255600
"2016-03-10",71.440002,72.32,69.790001,70.699997,4977700
"2016-03-11",71.160004,71.900002,70.870003,71.629997,3426800
"2016-03-14",71.309998,72.489998,71.169998,72.220001,3864100
"2016-03-15",71.779999,72.349998,71.089996,71.699997,3205300
"2016-03-16",71.269997,72.919998,71.110001,72.730003,2985800
"2016-03-17",72.529999,73.18,71.599998,72.720001,3379700
"2016-03-18",73.099998,73.540001,72.190002,72.650002,5995900
"2016-03-21",72.5,72.669998,71.690002,72.25,2852100
"2016-03-22",72.160004,73.279999,71.699997,72.849998,3348100
"2016-03-23",71.690002,72.580002,71.489998,71.779999,2945900
"2016-03-24",71.540001,72.449997,71.059998,72.440002,2698800
"2016-03-28",72.389999,72.68,71.410004,71.949997,2688100
"2016-03-29",71.540001,72.690002,70.709999,72.300003,4606100
"2016-03-30",73,74.660004,72.959999,74.300003,5181100
"2016-03-31",74.059998,74.389999,73.379997,73.830002,4226900
"2016-04-01",73.379997,75.949997,73.110001,75.730003,4550600
"2016-04-04",75.849998,76.440002,75.410004,75.690002,2978100
"2016-04-05",74.879997,75.510002,74.360001,74.580002,2365400
"2016-04-06",74.760002,75.68,74.470001,75.580002,2033300
"2016-04-07",74.910004,75.459999,74.68,75.32,3843700
"2016-04-08",75.720001,75.940002,74.300003,74.849998,2375700
"2016-04-11",75.470001,75.5,74.129997,74.160004,2151800
"2016-04-12",74.529999,74.540001,73.440002,74.269997,2259700
"2016-04-13",74.769997,76.190002,74.449997,75.949997,3099900
"2016-04-14",76,76.589996,75.660004,76.150002,2696200
"2016-04-15",76.25,76.540001,75.879997,76.309998,2132900
"2016-04-18",76.239998,77.290001,75.860001,77.269997,1916100
"2016-04-19",77.589996,77.589996,75.529999,76.190002,2365200
"2016-04-20",76.199997,76.639999,75.790001,76.139999,2001600
"2016-04-21",76.660004,77.82,76.5,77.150002,3542500
"2016-04-22",76.230003,76.870003,75.349998,76.480003,3184500
"2016-04-25",76.18,76.830002,75.879997,76.510002,2456200
"2016-04-26",76.800003,76.800003,75.800003,76.209999,1953700
"2016-04-27",75.669998,76.199997,74.800003,75.690002,3359300
"2016-04-28",75.379997,76.639999,74.959999,75.379997,3824800
"2016-04-29",75.010002,76.059998,74.480003,75.800003,3228000
"2016-05-02",76.300003,77.43,75.709999,77.25,3287400
"2016-05-03",76.400002,76.68,74.379997,74.900002,3273100
"2016-05-04",74.309998,74.629997,73.540001,73.989998,2839900
"2016-05-05",74.110001,74.589996,73.639999,73.809998,2088600
"2016-05-06",73.5,74.32,73.169998,74.25,3080100
"2016-05-09",74.25,75.32,74.199997,74.620003,2136600
"2016-05-10",75.129997,75.980003,74.949997,75.919998,2706300
"2016-05-11",75.989998,76.919998,75.779999,75.790001,2517500
"2016-05-12",76.449997,76.790001,75.190002,75.889999,2730400
"2016-05-13",76,77.339996,75.949997,76.370003,3583200
"2016-05-16",76.669998,77.690002,76,77.309998,4141800
"2016-05-17",77.459999,77.550003,76.57,76.769997,4587700
"2016-05-18",76.769997,78.489998,76.639999,77.870003,8010200
"2016-05-19",82.260002,82.480003,80.150002,81.089996,13765000
"2016-05-20",81.599998,81.82,80.720001,81.019997,5097900
"2016-05-23",80.790001,82.099998,80.709999,81.730003,4875800
"2016-05-24",81.970001,83.410004,81.830002,82.75,5805600
"2016-05-25",83,83.949997,82.339996,83.57,4932700
"2016-05-26",83.82,84.480003,83.25,83.349998,4757200
"2016-05-27",83.120003,83.800003,83.010002,83.769997,3139700
"2016-05-31",83.559998,84.059998,83.160004,83.709999,4484500
"2016-06-01",82.07,83.849998,81.910004,83.449997,4172400
"2016-06-02",83.209999,83.370003,82.449997,83.239998,3684300
"2016-06-03",83,83.010002,82.120003,82.550003,2826900
"2016-06-06",82.860001,83.400002,82.5,82.830002,2585500
"2016-06-07",82.980003,83.339996,82.760002,83.139999,2605400
"2016-06-08",83.129997,83.559998,82.940002,83.349998,2344600
"2016-06-09",82.809998,83.290001,82.650002,82.730003,1852100
"2016-06-10",82,82.589996,81.550003,81.830002,2322100
"2016-06-13",81.25,82.989998,80.800003,81.489998,4618100
"2016-06-14",81.120003,81.720001,80.769997,81.089996,3540300
"2016-06-15",81.830002,82.610001,81.75,81.989998,3574400
"2016-06-16",81.190002,81.839996,80.209999,81.639999,3045000
"2016-06-17",81.529999,81.529999,80.169998,80.5,5691300
"2016-06-20",81.480003,82.290001,81.129997,81.220001,3448300
"2016-06-21",81.57,81.870003,81.230003,81.629997,3184200
"2016-06-22",81.559998,81.809998,80.470001,80.620003,4222600
"2016-06-23",81.160004,82.32,80.790001,82.279999,2777100
"2016-06-24",79.410004,80.510002,78.330002,78.459999,6815700
"2016-06-27",77.459999,77.690002,75.510002,76.07,6020700
"2016-06-28",77.550003,77.910004,76.599998,77.550003,4781100
"2016-06-29",78.25,79.650002,77.900002,79,5493600
"2016-06-30",79.349998,79.959999,79.089996,79.410004,4644300
"2016-07-01",79.589996,80.849998,79.330002,79.830002,2967300
"2016-07-05",79.099998,79.239998,78.260002,78.669998,4163400
"2016-07-06",78.480003,78.730003,77.730003,78.5,4121200
"2016-07-07",78.5,79.099998,78.389999,78.760002,3085900
"2016-07-08",79.43,81.099998,79.300003,80.889999,3558900
"2016-07-11",81.059998,81.830002,81.050003,81.660004,2928600
"2016-07-12",81.949997,82.449997,81.220001,81.93,3499400
"2016-07-13",82.370003,82.480003,81.279999,81.330002,2474600
"2016-07-14",82,82.019997,81.440002,81.559998,1791700
"2016-07-15",81.860001,81.910004,81.040001,81.400002,2253800
"2016-07-18",81.510002,82.07,81.150002,81.629997,2177300
"2016-07-19",81.699997,81.790001,81.150002,81.370003,2164300
"2016-07-20",82.050003,82.730003,81.419998,82.139999,4267800
"2016-07-21",82.449997,83.089996,81.43,81.699997,3195800
"2016-07-22",81.989998,82.669998,81.230003,82.550003,2578700
"2016-07-25",82.580002,82.68,81.919998,82.190002,2633100
"2016-07-26",82,82.190002,81.43,81.760002,3010000
"2016-07-27",81.919998,82.120003,81.050003,81.5,3570100
"2016-07-28",81.919998,82.720001,81.699997,82.330002,2448200
"2016-07-29",82.25,82.410004,80.879997,81.800003,2996300
"2016-08-01",81.779999,81.800003,80.550003,81.019997,4171900
"2016-08-02",80.809998,80.849998,79.599998,80.5,4267700
"2016-08-03",80.529999,80.739998,79.839996,80.410004,2657500
"2016-08-04",80.540001,81.120003,80.32,80.559998,2467400
"2016-08-05",80.870003,81.330002,80.660004,81.330002,3033500
"2016-08-08",81.379997,81.519997,81.040001,81.169998,2682600
"2016-08-09",81.110001,81.629997,81,81.18,2785300
"2016-08-10",81.300003,81.459999,79.940002,80.239998,3376200
"2016-08-11",80.419998,81.639999,80.199997,81.480003,3448600
"2016-08-12",81.309998,81.790001,80.589996,81.629997,3275100
"2016-08-15",79.349998,79.75,78.209999,78.919998,10886100
"2016-08-16",79,79,77.919998,77.959999,4797700
"2016-08-17",77.419998,77.449997,75.870003,76.32,8141600
"2016-08-18",76.370003,77.160004,76.169998,76.910004,6200200
"2016-08-19",76.720001,77.57,76.510002,77.480003,3289300
"2016-08-22",77.480003,77.650002,76.959999,77.25,4059000
"2016-08-23",77.82,78.279999,77.68,78.019997,4328600
"2016-08-24",78,78.690002,77.580002,77.82,3661700
"2016-08-25",78.139999,80.239998,78.110001,80.160004,7495900
"2016-08-26",80.389999,80.699997,79.459999,80.029999,4271500
"2016-08-29",80.209999,80.239998,79.720001,79.919998,4582800
"2016-08-30",80,80.220001,79.349998,79.830002,3352700
"2016-08-31",80.010002,80.099998,78.940002,79.419998,10307100
"2016-09-01",75.449997,76.550003,74.059998,75.910004,27418500
"2016-09-02",76,76.470001,74.650002,75.099998,8153000
"2016-09-06",74.93,75.620003,74.550003,75.419998,5146000
"2016-09-07",75.07,75.610001,74.580002,75.010002,5566800
"2016-09-08",75,75.019997,74.370003,74.879997,5122200
"2016-09-09",74.519997,75.690002,74.199997,74.199997,6915100
"2016-09-12",73.779999,74.709999,73.5,74.360001,5197800
"2016-09-13",73.650002,74,72.650002,73.059998,6780300
"2016-09-14",73.059998,74.510002,73,73.82,5828700
"2016-09-15",73.519997,74.300003,73.360001,73.989998,4288800
"2016-09-16",73.760002,73.980003,73.230003,73.290001,7317400
"2016-09-19",73.720001,73.779999,72.599998,73,3881800
"2016-09-20",73.540001,73.790001,72.660004,72.910004,4833500
"2016-09-21",73.220001,74.260002,72.110001,74.18,6315800
"2016-09-22",75,75.220001,74.309998,74.589996,5155700
"2016-09-23",73.089996,73.199997,70.099998,70.389999,23179200
"2016-09-26",70.5,71.209999,69.879997,70.190002,11726700
"2016-09-27",69.970001,70.650002,69.809998,70.050003,8179500
"2016-09-28",70.389999,71.730003,70.150002,71.620003,7467300
"2016-09-29",71.599998,72.120003,71.150002,71.199997,5323400
"2016-09-30",71.300003,71.790001,71.25,71.330002,5817000
"2016-10-03",71.150002,71.5,70.029999,70.519997,4679900
"2016-10-04",70.589996,72.949997,70.220001,72.629997,11238200
"2016-10-05",68.209999,69.599998,66.769997,68.419998,48274000
"2016-10-06",71.139999,72,70.510002,71.260002,18527100
"2016-10-07",71.25,71.43,70.209999,70.910004,6707400
"2016-10-10",73.580002,75.730003,73.580002,75.099998,22522700
"2016-10-11",73.900002,73.919998,71.550003,72.419998,16425400
"2016-10-12",72.260002,72.669998,71.839996,72.230003,6301800
"2016-10-13",71.379997,71.379997,70.5,70.629997,6686800
"2016-10-14",70.980003,76.160004,69.620003,74.269997,25005600
"2016-10-17",74.099998,74.739998,72.739998,72.830002,8777200
"2016-10-18",74,74.169998,72.599998,72.769997,5248400
"2016-10-19",72.610001,75.5,72.440002,72.82,3668800
